playername;playerteam;age
Donovan Mitchell;Bucks;36
John Wall;Spurs;39
Kevin McHale;Warriors;27
Moses Malone;Thunder;35
James Harden;76ers;30
Nikola Jokic;Spurs;28
Steph Curry;Bulls;23
Patrick Ewing;Pelicans;18
DeMar DeRozan;Cavaliers;26
Nikola Jokic;Mavericks;29
Kyrie irving;Bucks;41
Carmelo Anthony;Cavaliers;33
Devin Booker;Blazers;22
DeAron Fox;Bucks;25
John Stockton;76ers;21
Vince carter;Magic;27
James Harden;Jazz;37
Tracy McGrady;Lakers;38
Reggie Miller;76ers;23
Reggie Miller;Heat;29
Kevin McHale;Timberwolves;36
Carmelo Anthony;Kings;26
Chris Paul;Jazz;19
John Wall;Clippers;28
John Wall;Jazz;18
Charles Barkley;Nets;33
Reggie Miller;Cavaliers;38
Dwyane Wade;Thunder;22
Penny Hardaway;Clippers;32
John Wall;Jazz;34
Karl Anthony-Towns;Wizards;36
Tracy McGrady;Bucks;25
Luka Doncic;Magic;23
Carmelo Anthony;Clippers;39
Manute Bol;Bucks;39
Giannis Antetokounmpo;76ers;35
Larry Bird;Celtics;26
Shaquille Oneal;Nuggets;34
George Mikan;Jazz;37
Michael Jordan;Thunder;19
Dwight Howard;Heat;37
Scottie Pippen;Heat;24
DeAron Fox;Hornets;27
Devin Booker;Suns;34
Bill Russell;Rockets;22
Carmelo Anthony;Lakers;22
Wilt Chamberlain;Timberwolves;41
Wilt Chamberlain;Bulls;30
Karl Malone;Jazz;32
Nikola Jokic;Raptors;37
Steve Nash;Wizards;34
George Gervin;Pacers;26
Shaquille Oneal;Pelicans;28
Donovan Mitchell;Grizzlies;21
Bradley Beal;Nets;41
Ray Allen;Timberwolves;21
Paul Pierce;Hawks;35
Giannis Antetokounmpo;Timberwolves;32
Michael Jordan;Grizzlies;21
David Robinson;Bucks;38
Penny Hardaway;Cavaliers;18
Tim Duncan;Clippers;23
Kemba Walker;Jazz;21
Ray Allen;Thunder;18
Kevin Garnett;Magic;25
Damian Lillard;Wizards;34
Luka Doncic;Jazz;34
Jerry West;Jazz;23
Magic Johnson;Blazers;33
Dominique Wilkins;Kings;18
George Gervin;Knicks;36
Reggie Miller;Rockets;35
Luka Doncic;Spurs;36
Chris Bosh;76ers;28
Blake Griffin;Warriors;30
DeMar DeRozan;Rockets;38
Kevin McHale;76ers;30
Tracy McGrady;Knicks;29
James Worthy;Hornets;34
John Stockton;Nets;24
Carmelo Anthony;Lakers;23
Damian Lillard;Lakers;24
Wilt Chamberlain;Celtics;23
Yao Ming;Timberwolves;27
Ray Allen;Magic;39
George Mikan;Warriors;29
Paul Pierce;Magic;32
Kyrie irving;Raptors;39
Patrick Ewing;Blazers;19
Joel Embiid;Suns;24
Kareem Abdul-Jabbar;Mavericks;23
Charles Barkley;Heat;18
James Worthy;Pelicans;20
Hakeem Olajuwon;Jazz;36
Scottie Pippen;Kings;31
Scottie Pippen;Heat;18
Dominique Wilkins;Nuggets;30
Jason Kidd;76ers;27
Nikola Jokic;Kings;19
Dwyane Wade;Timberwolves;21
Scottie Pippen;Pistons;39
Kevin Durant;Pistons;23
James Worthy;Rockets;39
Kobe Bryant;Wizards;34
Scottie Pippen;Blazers;21
Kemba Walker;Pistons;25
Penny Hardaway;Pelicans;34
Klay Thompson;Blazers;39
Bradley Beal;Lakers;20
James Worthy;Heat;34
LeBron James;Magic;23
Nikola Jokic;76ers;25
Kevin Durant;Magic;41
Michael Jordan;Lakers;40
Bill Russell;Blazers;21
Penny Hardaway;Rockets;34
Steph Curry;Cavaliers;41
Hakeem Olajuwon;Bucks;41
John Stockton;Spurs;32
Julius Erwing;Nets;22
CJ McCollum;Pacers;40
James Harden;Clippers;25
Kobe Bryant;76ers;22
Dwight Howard;76ers;27
Paul George;Blazers;19
Kareem Abdul-Jabbar;Nuggets;33
Chris Paul;Bucks;26
DeMar DeRozan;Wizards;25
Dirk Nowitzki;Cavaliers;32
Kevin Garnett;Pistons;32
Devin Booker;Blazers;29
Russell Westbrook;Jazz;38
Steph Curry;Suns;35
Patrick Ewing;76ers;40
LeBron James;Nuggets;24
Mugsy Bouges;Pelicans;35
Magic Johnson;Bucks;31
CJ McCollum;Jazz;38
John Wall;Nuggets;19
Klay Thompson;Celtics;38
John Wall;Timberwolves;36
Luka Doncic;Clippers;38
James Worthy;Timberwolves;41
Jamal Murray;Spurs;39
LeBron James;Kings;31
Nikola Jokic;Lakers;22
Kobe Bryant;Pelicans;19
Tim Duncan;Spurs;22
Giannis Antetokounmpo;Lakers;32
Magic Johnson;Wizards;34
Dwight Howard;Warriors;41
George Gervin;Warriors;38
Chris Bosh;Jazz;33
Karl Malone;Rockets;28
Tim Duncan;76ers;19
Carmelo Anthony;Pistons;41
Chris Paul;Timberwolves;23
Kareem Abdul-Jabbar;Nuggets;33
Joel Embiid;Bucks;18
Kevin McHale;Blazers;32
Donovan Mitchell;Bucks;20
Penny Hardaway;Spurs;41
Yao Ming;Wizards;31
Scottie Pippen;Knicks;19
Tracy McGrady;Rockets;41
Giannis Antetokounmpo;Suns;19
Blake Griffin;Cavaliers;25
Mugsy Bouges;Bulls;34
Russell Westbrook;Hornets;36
Kevin Durant;Mavericks;38
Kevin Durant;Timberwolves;25
Karl Malone;Grizzlies;23
Paul Pierce;Pelicans;27
CJ McCollum;Hornets;35
Manute Bol;Timberwolves;18
Carmelo Anthony;Lakers;19
Luka Doncic;Celtics;38
Klay Thompson;Thunder;26
Blake Griffin;Jazz;41
Carmelo Anthony;Nuggets;29
Kawhi Leonard;Pacers;24
Steve Nash;Pistons;30
Chris Paul;Hornets;35
George Mikan;Rockets;40
James Harden;Rockets;32
CJ McCollum;Suns;34
Paul George;Hornets;21
Jamal Murray;Wizards;28
Giannis Antetokounmpo;Wizards;27
Kawhi Leonard;Nets;24
Bradley Beal;Timberwolves;25
Kemba Walker;Bulls;26
Dennis Rodman;Wizards;35
Dwyane Wade;76ers;40
Manute Bol;Thunder;38
DeMar DeRozan;Rockets;30
Allen Iverson;Blazers;21
Kevin McHale;Magic;32
Kevin Durant;Celtics;20
John Wall;Bucks;27
Kawhi Leonard;Warriors;32
John Wall;Thunder;20
Tracy McGrady;Clippers;35
Manute Bol;Warriors;19
Dwight Howard;Magic;25
Yao Ming;Clippers;39
Kevin Garnett;Clippers;21
Dirk Nowitzki;Pistons;18
Penny Hardaway;Timberwolves;41
Karl Malone;Bulls;34
Ray Allen;Thunder;24
Jerry West;Rockets;18
Rudy Gobert;Spurs;22
Allen Iverson;Suns;30
Elgin Baylor;Timberwolves;22
Dwyane Wade;Bulls;30
Kareem Abdul-Jabbar;Raptors;26
Charles Barkley;Bucks;32
Chris Paul;Warriors;39
Allen Iverson;Hawks;36
George Mikan;Jazz;30
Karl Malone;Kings;25
Paul Pierce;76ers;38
Mugsy Bouges;Pacers;34
Jason Kidd;Nets;22
Donovan Mitchell;Warriors;40
Kemba Walker;Magic;34
Joel Embiid;Rockets;23
Larry Bird;Blazers;39
Kemba Walker;76ers;19
Ray Allen;Knicks;20
Dominique Wilkins;Bulls;41
Joel Embiid;Wizards;37
Moses Malone;Celtics;34
Russell Westbrook;Pelicans;23
Joel Embiid;Cavaliers;22
Carmelo Anthony;Grizzlies;22
Jamal Murray;Nuggets;20
Mugsy Bouges;Nuggets;39
Penny Hardaway;Nets;27
James Worthy;Rockets;31
Vince carter;Rockets;33
Tim Duncan;Clippers;26
Karl Anthony-Towns;Cavaliers;20
Joel Embiid;Cavaliers;38
Bradley Beal;Hawks;36
Julius Erwing;Jazz;19
Kawhi Leonard;Mavericks;18
Jerry West;Hawks;29
Tim Duncan;Bucks;25
Dirk Nowitzki;Pistons;30
David Robinson;Raptors;38
Tim Duncan;Cavaliers;32
Kareem Abdul-Jabbar;Celtics;40
Kobe Bryant;Clippers;23
Donovan Mitchell;Heat;38
John Wall;Lakers;30
Allen Iverson;Bucks;20
Kawhi Leonard;Pacers;41
David Robinson;Spurs;32
Bill Russell;Grizzlies;34
George Gervin;Nets;34
Jason Kidd;Heat;35
Mugsy Bouges;Nuggets;32
Rudy Gobert;Hornets;24
Tracy McGrady;Pelicans;19
Kemba Walker;Magic;28
Scottie Pippen;Cavaliers;20
Rudy Gobert;Rockets;32
Kawhi Leonard;76ers;32
Allen Iverson;Suns;28
Kyrie irving;Nuggets;37
George Mikan;Lakers;28
Elgin Baylor;Celtics;25
Allen Iverson;Nets;23
Wilt Chamberlain;Pelicans;39
Hakeem Olajuwon;Clippers;21
George Mikan;Suns;19
David Robinson;Nets;41
Scottie Pippen;Pacers;36
George Gervin;Jazz;35
Karl Malone;Pelicans;35
Magic Johnson;Hawks;40
Patrick Ewing;Knicks;33
Mugsy Bouges;Knicks;22
Luka Doncic;Blazers;20
Michael Jordan;Hornets;22
Dominique Wilkins;Wizards;39
Giannis Antetokounmpo;Nets;39
Isiah Thomas;Hawks;21
LeBron James;Bulls;21
Karl Anthony-Towns;Rockets;37
Dominique Wilkins;Spurs;38
Isiah Thomas;Lakers;22
Jamal Murray;Blazers;27
Steph Curry;Lakers;33
Jerry West;Clippers;40
Luka Doncic;Rockets;39
Kevin McHale;Pistons;34
Patrick Ewing;Bulls;32
Joel Embiid;Bucks;38
Dirk Nowitzki;Raptors;23
CJ McCollum;Pacers;25
Dominique Wilkins;Raptors;27
Nikola Jokic;Bucks;37
Kobe Bryant;Timberwolves;26
Ray Allen;Nuggets;34
Jamal Murray;Suns;39
Manute Bol;Pelicans;35
DeMar DeRozan;Bulls;32
Dirk Nowitzki;Suns;34
Chris Paul;Raptors;40
Dirk Nowitzki;Celtics;26
Kobe Bryant;Bulls;32
Dwyane Wade;Blazers;29
Anthony Davis;Clippers;40
Kevin Garnett;Pelicans;18
George Mikan;Hawks;36
John Wall;Pistons;22
Larry Bird;Bulls;24
David Robinson;Pistons;30
Kemba Walker;Bulls;29
Manute Bol;Pacers;37
Wilt Chamberlain;Thunder;36
Larry Bird;Kings;36
Nikola Jokic;Grizzlies;39
George Mikan;Warriors;35
Steve Nash;Pistons;21
Penny Hardaway;Pacers;34
Damian Lillard;Nuggets;23
Ja Morant;Pistons;38
Paul George;Kings;31
Steve Nash;Bucks;40
Scottie Pippen;Magic;19
Kevin McHale;Bulls;32
Rudy Gobert;Grizzlies;41
John Stockton;Mavericks;18
Kevin Garnett;Celtics;25
Devin Booker;Nuggets;27
Damian Lillard;Nets;41
Dirk Nowitzki;Nets;33
Manute Bol;Grizzlies;31
Dirk Nowitzki;Heat;31
Kobe Bryant;Mavericks;39
Jason Kidd;Clippers;18
Steve Nash;Blazers;36
Chris Bosh;Pelicans;37
LeBron James;Cavaliers;22
Larry Bird;Grizzlies;22
Dwight Howard;Wizards;29
Steve Nash;Clippers;21
Luka Doncic;Bulls;19
Kevin McHale;Thunder;40
CJ McCollum;Wizards;18
Nikola Jokic;Raptors;35
George Gervin;76ers;26
DeAron Fox;Knicks;40
Dwyane Wade;Jazz;37
John Wall;Clippers;36
Larry Bird;Nuggets;25
Kyrie irving;Hawks;41
Devin Booker;Pistons;38
Tim Duncan;Hawks;24
Julius Erwing;Celtics;32
Joel Embiid;Lakers;33
Klay Thompson;Magic;40
Kemba Walker;Bulls;19
Dirk Nowitzki;Kings;37
Giannis Antetokounmpo;Pistons;24
Rudy Gobert;Mavericks;19
Kareem Abdul-Jabbar;Knicks;25
Karl Malone;Timberwolves;19
Kareem Abdul-Jabbar;Nuggets;36
Charles Barkley;Pelicans;32
Isiah Thomas;Thunder;30
Karl Malone;Grizzlies;19
Larry Bird;Mavericks;33
Paul Pierce;Suns;39
Manute Bol;Magic;36
Dennis Rodman;Grizzlies;30
Dwyane Wade;Kings;30
Dwyane Wade;Kings;21
Michael Jordan;Heat;40
George Gervin;Pacers;32
Kawhi Leonard;Timberwolves;32
Manute Bol;Lakers;23
Tracy McGrady;Cavaliers;21
Nikola Jokic;Blazers;27
Vince carter;Kings;25
Dirk Nowitzki;76ers;20
George Mikan;Nuggets;38
Larry Bird;Cavaliers;40
John Stockton;Wizards;22
Chris Bosh;Warriors;19
Tim Duncan;Wizards;20
George Mikan;Pacers;37
Russell Westbrook;Clippers;29
Bradley Beal;Blazers;41
George Gervin;Nuggets;25
Michael Jordan;Timberwolves;38
George Gervin;Blazers;20
Carmelo Anthony;Suns;19
George Gervin;Bucks;22
Tim Duncan;Raptors;41
Julius Erwing;Clippers;41
Bradley Beal;Pacers;33
Russell Westbrook;Suns;40
Isiah Thomas;Pistons;31
Kyrie irving;Grizzlies;41
Dirk Nowitzki;Grizzlies;40
Nikola Jokic;Blazers;29
Jamal Murray;Knicks;32
Wilt Chamberlain;Kings;25
Allen Iverson;Pacers;26
John Stockton;Blazers;25
John Wall;Cavaliers;40
Anthony Davis;Spurs;40
DeAron Fox;Suns;33
Penny Hardaway;Hornets;25
Moses Malone;Bucks;31
Wilt Chamberlain;Bucks;32
Magic Johnson;Knicks;34
Kevin Garnett;Pelicans;27
Nikola Jokic;Thunder;25
Kyrie irving;Pacers;23
Jerry West;Heat;18
Paul Pierce;Grizzlies;37
Tim Duncan;Hawks;37
Hakeem Olajuwon;Hawks;30
Wilt Chamberlain;Jazz;31
Karl Malone;Pacers;39
Kareem Abdul-Jabbar;Spurs;36
Julius Erwing;Clippers;28
Dwight Howard;Pacers;33
Isiah Thomas;Timberwolves;19
Reggie Miller;Hawks;39
Charles Barkley;Bucks;33
Kawhi Leonard;Cavaliers;32
Dominique Wilkins;Knicks;29
Larry Bird;Cavaliers;24
Patrick Ewing;Kings;32
John Stockton;Raptors;35
CJ McCollum;Clippers;32
Jason Kidd;Warriors;26
Steph Curry;Bulls;29
James Harden;Cavaliers;21
George Mikan;Kings;31
Allen Iverson;Pistons;22
Kevin Durant;Spurs;34
Bill Russell;Hawks;19
DeAron Fox;Lakers;38
Anthony Davis;Jazz;23
Steph Curry;Nets;23
Klay Thompson;Nuggets;18
Anthony Davis;Cavaliers;27
DeMar DeRozan;Nuggets;28
Blake Griffin;76ers;22
John Stockton;Bucks;26
James Harden;Kings;23
Kareem Abdul-Jabbar;Grizzlies;29
Damian Lillard;Celtics;27
David Robinson;Suns;20
Julius Erwing;Bulls;36
Kevin Garnett;Lakers;30
Larry Bird;Blazers;34
Moses Malone;Knicks;31
Bradley Beal;Nets;35
Kyrie irving;Bulls;27
DeAron Fox;Jazz;38
Charles Barkley;76ers;24
Patrick Ewing;Cavaliers;38
Reggie Miller;Bucks;35
Manute Bol;Timberwolves;18
Jason Kidd;Jazz;19
Carmelo Anthony;Pacers;33
Paul George;Thunder;32
Patrick Ewing;Timberwolves;40
Rudy Gobert;Raptors;21
Russell Westbrook;Nuggets;23
Joel Embiid;Cavaliers;32
DeAron Fox;Kings;34
Elgin Baylor;Kings;40
Charles Barkley;Lakers;20
Rudy Gobert;Jazz;37
Chris Paul;Hawks;37
Dominique Wilkins;Grizzlies;33
Paul Pierce;Wizards;28
Nikola Jokic;Thunder;40
Magic Johnson;Heat;22
Kevin Durant;Grizzlies;41
Isiah Thomas;Nets;35
Bradley Beal;Jazz;36
John Stockton;Bulls;27
Damian Lillard;Jazz;29
Magic Johnson;Magic;36
LeBron James;Nets;26
Devin Booker;Magic;38
Patrick Ewing;Thunder;29
Karl Anthony-Towns;Hawks;24
Jamal Murray;Jazz;41
Mugsy Bouges;Wizards;27
Klay Thompson;Hawks;29
Kemba Walker;Pelicans;18
Mugsy Bouges;Cavaliers;32
Moses Malone;Clippers;37
DeAron Fox;Grizzlies;34
Karl Malone;Nets;28
CJ McCollum;Raptors;37
Isiah Thomas;76ers;26
Penny Hardaway;Nuggets;22
Vince carter;Grizzlies;26
Kareem Abdul-Jabbar;Pistons;19
Kevin Garnett;Timberwolves;23
LeBron James;Warriors;25
John Wall;Heat;39
Devin Booker;Bucks;41
Steve Nash;Hawks;24
Wilt Chamberlain;Grizzlies;32
Scottie Pippen;Heat;20
Ja Morant;Kings;26
Dennis Rodman;Nets;39
Bill Russell;Lakers;28
Mugsy Bouges;76ers;18
Kemba Walker;Raptors;25
Luka Doncic;Lakers;28
Blake Griffin;Kings;34
Devin Booker;Warriors;20
Elgin Baylor;Raptors;31
Kevin Durant;Thunder;27
George Gervin;Suns;29
Luka Doncic;Heat;27
Steph Curry;Spurs;29
Moses Malone;Raptors;41
Manute Bol;Celtics;23
Julius Erwing;Bucks;26
Charles Barkley;Hawks;30
Donovan Mitchell;Pacers;19
Luka Doncic;Hornets;35
Julius Erwing;Bulls;36
LeBron James;Warriors;20
George Gervin;Nets;31
Blake Griffin;Pelicans;36
Joel Embiid;Pacers;35
Kevin McHale;Grizzlies;20
Shaquille Oneal;Nuggets;24
Chris Paul;Pacers;32
Giannis Antetokounmpo;Pelicans;28
Manute Bol;Pacers;33
Kawhi Leonard;Heat;31
John Wall;Suns;29
Kawhi Leonard;Hawks;24
Dwyane Wade;Bucks;37
Hakeem Olajuwon;Hornets;24
Yao Ming;Warriors;28
Kobe Bryant;Mavericks;35
Karl Anthony-Towns;Raptors;28
Ja Morant;Mavericks;36
Karl Malone;Hornets;18
Donovan Mitchell;Nets;34
Steph Curry;Pistons;31
Scottie Pippen;Bucks;39
Nikola Jokic;Mavericks;40
Julius Erwing;Heat;39
Kobe Bryant;Kings;32
Ja Morant;Knicks;31
George Gervin;Bucks;21
John Stockton;Raptors;29
Allen Iverson;Rockets;37
Allen Iverson;Spurs;19
DeAron Fox;Raptors;40
Steph Curry;Spurs;18
Steph Curry;Pacers;22
Kareem Abdul-Jabbar;Nets;31
Chris Paul;Raptors;30
Penny Hardaway;Wizards;27
Dennis Rodman;Raptors;39
Nikola Jokic;76ers;30
Russell Westbrook;Blazers;34
Nikola Jokic;Bucks;31
Hakeem Olajuwon;Nuggets;31
Patrick Ewing;Suns;37
Michael Jordan;Raptors;31
Manute Bol;Kings;24
LeBron James;Pistons;23
Michael Jordan;Cavaliers;29
Yao Ming;Clippers;37
Kareem Abdul-Jabbar;Blazers;20
Kobe Bryant;Pistons;22
Kevin Garnett;Nuggets;37
George Mikan;Thunder;30
DeAron Fox;Timberwolves;39
Larry Bird;Suns;40
Steve Nash;76ers;22
Scottie Pippen;Wizards;23
Magic Johnson;Bulls;41
Joel Embiid;Wizards;35
Steph Curry;Bucks;24
Scottie Pippen;Grizzlies;26
CJ McCollum;Magic;18
Tracy McGrady;Thunder;33
Isiah Thomas;Lakers;23
Kobe Bryant;Nets;24
Kareem Abdul-Jabbar;Grizzlies;32
Bill Russell;Rockets;21
Elgin Baylor;76ers;29
Kawhi Leonard;Grizzlies;37
Ja Morant;Clippers;22
Vince carter;Wizards;39
David Robinson;Nuggets;40
David Robinson;Rockets;36
Kawhi Leonard;Grizzlies;39
Kevin McHale;Timberwolves;34
Kareem Abdul-Jabbar;Hornets;34
Klay Thompson;Raptors;39
Paul George;Knicks;25
George Mikan;Celtics;38
Scottie Pippen;Heat;40
David Robinson;Spurs;34
Blake Griffin;Blazers;20
Dominique Wilkins;Bulls;23
Steve Nash;Raptors;25
Devin Booker;Bucks;40
Moses Malone;Heat;37
Elgin Baylor;Mavericks;21
John Stockton;Celtics;29
George Mikan;Hawks;39
Jamal Murray;Blazers;41
Dennis Rodman;Knicks;38
Mugsy Bouges;Spurs;30
Chris Paul;Mavericks;20
Yao Ming;Nuggets;22
Karl Malone;Spurs;19
Allen Iverson;Pelicans;35
Giannis Antetokounmpo;Spurs;34
Paul Pierce;Clippers;28
Vince carter;Mavericks;34
Elgin Baylor;Clippers;32
Kevin Garnett;Pistons;37
Carmelo Anthony;Hawks;27
Giannis Antetokounmpo;Warriors;21
Tracy McGrady;Nuggets;20
Yao Ming;Raptors;19
Bill Russell;Bulls;26
Julius Erwing;Timberwolves;34
Patrick Ewing;Timberwolves;34
Allen Iverson;Celtics;27
Isiah Thomas;Celtics;23
Donovan Mitchell;Clippers;35
Nikola Jokic;Bucks;28
Magic Johnson;Jazz;30
Tracy McGrady;Lakers;31
Magic Johnson;Suns;29
Shaquille Oneal;Clippers;36
George Mikan;Heat;27
Luka Doncic;Kings;25
Elgin Baylor;Pacers;28
Mugsy Bouges;Lakers;23
Nikola Jokic;Knicks;28
Penny Hardaway;Pistons;39
Devin Booker;Cavaliers;26
Karl Anthony-Towns;Spurs;19
Luka Doncic;Knicks;26
CJ McCollum;Blazers;24
George Mikan;Wizards;25
James Worthy;Kings;39
David Robinson;Hornets;34
Jerry West;Rockets;26
Larry Bird;Hawks;39
Steph Curry;Rockets;18
Mugsy Bouges;Mavericks;37
Kawhi Leonard;Nets;39
Donovan Mitchell;Bulls;29
Reggie Miller;Celtics;27
DeMar DeRozan;Hornets;38
Elgin Baylor;76ers;30
Mugsy Bouges;Wizards;28
Devin Booker;Mavericks;31
Hakeem Olajuwon;Jazz;24
Wilt Chamberlain;Warriors;22
Rudy Gobert;Hornets;29
Tim Duncan;Hornets;19
Charles Barkley;Pacers;26
Dennis Rodman;Pacers;18
Damian Lillard;Wizards;33
Allen Iverson;Jazz;29
John Stockton;Clippers;40
Carmelo Anthony;Knicks;29
Bill Russell;Clippers;38
Jerry West;Jazz;21
Michael Jordan;Kings;21
Dwight Howard;Lakers;34
James Worthy;Nets;30
Kevin McHale;Warriors;20
David Robinson;Kings;36
George Gervin;Wizards;39
Charles Barkley;Pistons;31
Charles Barkley;Grizzlies;27
Steph Curry;Hawks;34
Giannis Antetokounmpo;Spurs;22
Kobe Bryant;Raptors;24
Scottie Pippen;Raptors;26
Kawhi Leonard;Celtics;37
Klay Thompson;Timberwolves;37
Julius Erwing;Timberwolves;18
Kareem Abdul-Jabbar;Celtics;20
Yao Ming;Pelicans;34
Reggie Miller;Thunder;18
George Gervin;Magic;29
Wilt Chamberlain;Pacers;28
Allen Iverson;Pacers;18
Steph Curry;Hornets;26
Kareem Abdul-Jabbar;Cavaliers;28
Rudy Gobert;Clippers;35
Dwyane Wade;Lakers;34
Nikola Jokic;Raptors;19
Blake Griffin;Suns;40
Allen Iverson;Knicks;19
Patrick Ewing;Clippers;39
Luka Doncic;Pelicans;18
Joel Embiid;Kings;31
John Wall;Pistons;33
Steph Curry;Kings;24
LeBron James;Spurs;23
Yao Ming;Raptors;19
Manute Bol;Nuggets;30
Devin Booker;Wizards;34
Kyrie irving;Mavericks;34
Tracy McGrady;Rockets;20
Michael Jordan;Knicks;32
Jamal Murray;Lakers;39
Kawhi Leonard;Hawks;32
Kevin Durant;Lakers;23
Blake Griffin;Spurs;18
Jerry West;Nets;38
Charles Barkley;Warriors;19
James Harden;76ers;26
Dirk Nowitzki;Pelicans;28
Scottie Pippen;Jazz;19
Carmelo Anthony;Spurs;20
James Worthy;Nuggets;27
Kyrie irving;Hornets;41
David Robinson;Pistons;24
Bradley Beal;Warriors;29
Wilt Chamberlain;Cavaliers;41
James Harden;Hawks;26
Jamal Murray;Pelicans;33
Vince carter;Bulls;32
Kareem Abdul-Jabbar;Pacers;18
John Wall;Warriors;33
Scottie Pippen;Jazz;19
John Wall;Pistons;27
Kyrie irving;Cavaliers;25
Manute Bol;Hornets;23
Jerry West;Heat;25
DeMar DeRozan;Nuggets;33
Karl Anthony-Towns;Knicks;39
Wilt Chamberlain;Heat;34
Dennis Rodman;Timberwolves;18
Julius Erwing;Lakers;40
Devin Booker;Blazers;34
Russell Westbrook;Grizzlies;33
Joel Embiid;Lakers;19
Karl Anthony-Towns;Nuggets;18
Devin Booker;Suns;18
Allen Iverson;Grizzlies;39
Karl Malone;Raptors;19
Vince carter;Bucks;36
Michael Jordan;Pistons;34
Dwyane Wade;Raptors;41
David Robinson;Rockets;31
Karl Malone;Nets;24
Kareem Abdul-Jabbar;Hawks;29
Paul George;Warriors;23
Kevin McHale;Nuggets;38
George Gervin;Warriors;32
Tim Duncan;Hornets;37
Devin Booker;Pelicans;32
Mugsy Bouges;Suns;23
Elgin Baylor;Magic;19
Yao Ming;Magic;30
Ray Allen;Nuggets;33
Manute Bol;Wizards;22
Anthony Davis;Raptors;19
Chris Bosh;Celtics;23
Luka Doncic;Mavericks;38
Allen Iverson;Hawks;38
Bradley Beal;Pelicans;39
Karl Anthony-Towns;Thunder;37
Wilt Chamberlain;Warriors;24
Tracy McGrady;Nets;21
Vince carter;Heat;20
David Robinson;Wizards;22
Allen Iverson;Nets;25
George Mikan;Rockets;39
Karl Malone;Grizzlies;20
Yao Ming;Lakers;27
James Worthy;Heat;21
Jamal Murray;76ers;36
Tracy McGrady;Lakers;19
Larry Bird;Clippers;40
Charles Barkley;Spurs;39
Magic Johnson;Spurs;30
Jamal Murray;Hawks;20
Bradley Beal;Nets;22
Devin Booker;Hawks;39
Dirk Nowitzki;Suns;25
Dirk Nowitzki;Spurs;19
Kawhi Leonard;Thunder;32
Damian Lillard;Raptors;29
Patrick Ewing;Bulls;39
Elgin Baylor;Jazz;18
Damian Lillard;Spurs;20
Mugsy Bouges;Thunder;28
Steve Nash;Suns;20
Elgin Baylor;Rockets;19
Kawhi Leonard;Rockets;24
Yao Ming;Raptors;35
James Harden;Celtics;19
Reggie Miller;Bulls;34
Bradley Beal;Pistons;33
DeMar DeRozan;Wizards;35
Wilt Chamberlain;Heat;28
Vince carter;Timberwolves;39
Dwyane Wade;Jazz;24
Kyrie irving;Suns;20
Moses Malone;76ers;36
Elgin Baylor;Grizzlies;26
Kobe Bryant;Bulls;19
Rudy Gobert;Cavaliers;30
Shaquille Oneal;Cavaliers;23
Kevin Garnett;Wizards;30
Jamal Murray;Rockets;34
Giannis Antetokounmpo;Lakers;35
Dennis Rodman;Hawks;18
Luka Doncic;Raptors;24
Jamal Murray;Nuggets;33
Paul George;Kings;19
Nikola Jokic;Wizards;23
Michael Jordan;Mavericks;23
Dirk Nowitzki;Pacers;33
Karl Malone;Heat;37
Shaquille Oneal;Grizzlies;24
Reggie Miller;Grizzlies;21
Vince carter;Heat;20
Dennis Rodman;Thunder;22
Elgin Baylor;Cavaliers;35
Chris Paul;Raptors;38
Rudy Gobert;Knicks;23
Magic Johnson;Kings;30
Damian Lillard;Rockets;38
Chris Bosh;Pacers;32
Rudy Gobert;Magic;41
Bradley Beal;Pacers;20
CJ McCollum;Cavaliers;26
Blake Griffin;Kings;35
Kyrie irving;Jazz;31
James Worthy;Mavericks;38
Kobe Bryant;Warriors;36
Jerry West;Timberwolves;37
Jason Kidd;76ers;20
DeMar DeRozan;Heat;20
Paul George;Nets;33
Vince carter;Magic;30
Penny Hardaway;Heat;28
Klay Thompson;Spurs;21
Allen Iverson;Wizards;33
Dominique Wilkins;Hawks;33
Mugsy Bouges;Bulls;23
George Gervin;Timberwolves;23
Charles Barkley;Timberwolves;19
Jerry West;Kings;21
Tracy McGrady;Heat;20
Dennis Rodman;Clippers;40
Dominique Wilkins;Pistons;26
John Wall;Nuggets;20
Rudy Gobert;Lakers;31
CJ McCollum;Lakers;33
Jason Kidd;Pacers;36
Anthony Davis;Mavericks;29
LeBron James;76ers;36
David Robinson;Pelicans;33
Jason Kidd;Lakers;31
Carmelo Anthony;Wizards;20
Shaquille Oneal;Pacers;21
John Wall;Suns;28
CJ McCollum;Blazers;27
Kobe Bryant;Suns;25
